GaiaDR3Id,Gaia-RA,Gaia-DEC,Gaia-G,Gaia-BP,Gaia-RP,plx,plx-err,pmra,pmra-err,pmdec,pmdec-err,ellr,Flamesfield,SpecName,N-Spec,combSN,aveVel,vel-err,vel-var,aveFeH,feh-err,feh-var,z,mem,feh-rel
5003449261308998016,13.6648395642,-33.5229968216,18.122,18.6056,17.478,0.0258,0.1224,0.094,0.12,-0.224,0.167,1.1596,2007.gb202a,scl011_09_,2,52.97,119.59,0.418,0.455,-2.46,0.065,0.074,0.162,m,0
5003436483781148928,13.7546852173,-33.5733720453,19.875,20.3454,19.2269,-0.0662,0.3705,0.728,0.459,-0.795,0.597,1.0788,2007.gb202a,scl034_11_,2,17.02,105.59,1.49,3.209,-2.15,0.235,0.288,5.459,m,0
5003383977805922560,13.8745180848,-33.7683070902,18.2596,18.7467,17.5758,0.153,0.147,0.008,0.126,-0.279,0.186,0.9977,2003.Scl11a,scl_11_040,3,25.33,119.23,0.964,3.043,-2.74,0.172,0.169,1.389,m,0
5003364427115339648,13.9301295306,-34.0256960802,17.5764,18.1538,16.8409,0.0059,0.1214,-0.07,0.103,-0.054,0.139,1.0935,2007.gb211,scl020-12_,1,42.09,123.31,0.45,0.0,-1.79,0.067,0.0,3.722,m,0
5003440190338048384,13.9584541696,-33.5435303632,17.8531,18.4196,17.1537,0.0274,0.1237,0.077,0.096,-0.07,0.141,0.9151,2003.Scl11a,scl_11_036,3,38.46,116.61,0.541,1.687,-2.16,0.078,0.104,0.829,m,0
5003389307861352704,13.9735582103,-33.7565933414,18.4769,18.9546,17.8736,-0.1999,0.1611,0.083,0.144,-0.017,0.206,0.9108,2003.Scl11a,scl_11_041,3,25.83,124.98,0.9,2.882,-2.47,0.14,0.231,1.911,m,0
5003439915460125440,13.9823631017,-33.5648321808,17.9412,18.5272,17.2572,-0.0333,0.1143,0.021,0.099,-0.22,0.147,0.8916,2003.Scl11a,scl_11_037,3,26.32,109.09,0.593,2.278,-1.62,0.103,0.221,0.955,m,0
5003378793781414784,14.0164712008,-33.8976042472,17.0525,17.7001,16.2892,0.1515,0.0789,0.135,0.063,-0.156,0.091,0.9376,2007.gb211,scl014_05_,4,68.31,110.75,0.267,2.154,-2.15,0.041,0.062,3.917,m,0
5003386932743455616,14.0740503122,-33.7149402703,18.8384,19.3838,18.1853,-0.0303,0.1955,0.147,0.166,-0.605,0.258,0.8159,2003.Scl11a,scl_11_045,3,18.51,124.9,1.114,1.03,-1.8,0.165,0.352,4.687,m,0
5003385627073361152,14.1307100669,-33.7700083022,18.3369,18.8804,17.6788,0.159,0.1476,0.29,0.14,-0.176,0.201,0.7827,2003.Scl11a,scl_11_043,3,25.54,117.29,0.72,1.532,-1.65,0.11,0.135,3.222,m,0
5003388964263990272,14.1312061689,-33.6491638412,17.0696,17.6991,16.3107,-0.0893,0.0721,0.07,0.065,-0.356,0.101,0.7608,2006.gb103a,scl069_11_,5,99.18,119.31,0.199,1.153,-2.5,0.031,0.03,7.215,m,0
5003416074096648576,14.1573418352,-33.5334353203,19.0097,19.4941,18.3613,-0.2361,0.2823,-0.03,0.252,-0.52,0.343,0.7573,2006.gb103a,scl038_11_,3,19.94,114.9,1.045,3.146,-1.93,0.156,0.308,2.946,m,0
5003372471588604160,14.1774857245,-33.882757498,19.1628,19.7249,18.5433,-0.343,0.2768,-0.398,0.243,-0.353,0.238,0.7989,2018.asa.outer,dr2-0728,1,23.44,103.14,0.86,0.0,-2.29,0.159,0.0,5.942,m,0
5003375014210216832,14.1825730441,-33.8015399359,18.4117,18.9554,17.7707,-0.1166,0.1497,-0.014,0.135,-0.064,0.152,0.7516,2018.asa.outer,dr2-0736,4,37.59,116.98,0.399,2.423,-1.96,0.068,0.205,1.694,m,0
5003374945490740352,14.1956129474,-33.8057962103,16.6805,17.4058,15.8621,0.0532,0.0624,0.12,0.052,-0.222,0.054,0.7426,2018.asa.outer,dr2-0735,4,115.53,122.79,0.116,2.449,-2.07,0.021,0.014,1.643,m,0
5003412535044510080,14.2017470653,-33.601548563,19.0668,19.5689,18.4251,0.3075,0.25,0.372,0.225,-0.18,0.317,0.7052,2006.gb103a,scl056_11_,3,23.15,111.11,0.831,1.699,-1.5,0.124,0.304,2.755,m,0
5003372643388271104,14.2078758305,-33.8521694292,19.7135,20.2916,19.0598,0.934,0.3862,-0.042,0.35,-0.477,0.357,0.7561,2018.asa.outer,dr2-0729,1,18.94,119.58,1.45,0.0,-2.53,0.255,0.0,6.429,m,0
5003411263733294464,14.246742318,-33.6639961395,18.6807,19.1405,18.0417,0.1041,0.1786,-0.003,0.144,-0.163,0.181,0.664,2006.gb103a,scl075_11_,4,27.23,120.05,0.77,2.978,-1.87,0.112,0.3,0.901,m,0
5003375529605398400,14.2467485104,-33.7538382803,19.493,20.0157,18.9248,0.2591,0.3014,-0.05,0.284,0.081,0.287,0.6799,2018.asa.outer,dr2-0738,3,22.88,129.95,0.983,2.799,-2.27,0.157,0.14,2.257,m,0
5003412049712268416,14.2609428613,-33.6114256707,17.9214,18.4968,17.2253,0.0905,0.1173,0.146,0.094,-0.059,0.112,0.6549,2006.gb103a,scl060_11_,2,45.27,116.64,0.415,1.555,-2.05,0.066,0.086,1.629,m,0
5003399405328484736,14.2662502655,-33.6981208742,19.0615,19.3967,18.5577,-0.0364,0.2274,-0.345,0.228,-0.41,0.228,0.6506,2006.gb103a,scl082_11_,2,17.16,114.99,1.314,3.206,-2.08,0.197,0.324,4.312,m,0
5003370955465673856,14.2822961601,-33.8527697412,19.5928,20.0482,18.9918,-0.0871,0.3694,0.068,0.322,-0.478,0.287,0.6962,2018.asa.outer,dr2-0726,1,17.04,101.44,1.36,0.0,-2.1,0.211,0.0,1.461,m,0
5003411809194093056,14.2918985875,-33.6166123461,18.1284,18.7063,17.4251,0.0465,0.1372,0.199,0.114,-0.183,0.128,0.6288,2006.gb103a,scl061_02_,2,44.01,102.69,0.363,0.241,-1.53,0.063,0.061,0.827,m,0
5003415039009612544,14.2925748031,-33.476611216,17.4595,18.0177,16.7434,0.0176,0.1031,0.075,0.091,-0.392,0.126,0.6785,2006.gb103a,scl031_11_,2,62.62,123.06,0.592,0.607,-3.62,0.133,0.01,4.064,m,0
5003180125773196032,14.2974584746,-34.0031443164,18.6222,19.1395,18.0121,-0.0727,0.1829,-0.225,0.144,-0.315,0.128,0.801,2018.asa.outer,dr2-0078,1,36.78,107.75,0.62,0.0,-2.69,0.118,0.0,8.317,m,0
5003180091413475072,14.3168587129,-34.0105468644,19.0623,19.5907,18.4128,0.1043,0.2463,-0.006,0.187,-0.114,0.167,0.7941,2018.asa.outer,dr2-0079,1,31.4,123.47,0.61,0.0,-1.89,0.101,0.0,0.618,m,0
5003374563237602432,14.31732563,-33.7725401078,19.8867,20.191,19.4168,0.2099,0.3986,-0.157,0.378,0.005,0.361,0.6273,2018.asa.outer,dr2-0733,1,18.81,118.86,1.46,0.0,-1.89,0.18,0.0,1.308,m,0
5003400199897629056,14.3320329213,-33.6105951224,18.1348,18.6672,17.4435,0.126,0.1382,0.278,0.113,-0.237,0.125,0.5966,2006.gb103a,scl059_02_,2,37.39,116.3,0.403,0.005,-1.77,0.077,0.015,3.108,m,0
5003369963327803648,14.3340480036,-33.8768466347,19.6397,20.096,19.0632,0.3429,0.3705,-0.327,0.332,0.046,0.27,0.6705,2018.asa.outer,dr2-0725,1,19.53,120.98,0.9,0.0,-1.83,0.168,0.0,4.058,m,0
5003395080296538880,14.3382956698,-33.7860440823,19.128,19.6517,18.5598,-0.1016,0.2533,-0.349,0.236,-0.023,0.204,0.6154,2018.asa.outer,dr2-0754,1,29.01,102.88,0.81,0.0,-2.32,0.129,0.0,4.024,m,0
5003395114657163264,14.3559701092,-33.7706666578,18.4222,18.9753,17.7444,0.2322,0.1567,0.416,0.131,-0.114,0.116,0.5943,2018.asa.outer,dr2-0753,3,46.95,108.09,0.318,1.038,-1.98,0.061,0.103,6.815,m,0
5003398962947053824,14.3565426372,-33.6797299002,18.9331,19.4609,18.3309,-0.0317,0.2146,0.197,0.174,-0.171,0.186,0.5725,2006.gb103b,scl080_11_,1,19.08,142.5,1.2,0.0,-1.9,0.165,0.0,0.449,m,0
5003394805418634240,14.3567146171,-33.7927038313,19.197,19.6681,18.5407,0.1803,0.2714,-0.258,0.256,-0.007,0.202,0.6031,2018.asa.outer,dr2-0752,1,24.82,111.24,0.82,0.0,-2.39,0.159,0.0,3.946,m,0
5003415249463027456,14.358144817,-33.4619997085,18.907,19.4475,18.3373,-0.1715,0.3082,0.18,0.217,-0.041,0.232,0.6404,2006.gb103a,scl028_05_,2,23.76,111.92,0.793,1.152,-2.01,0.136,0.157,0.810,m,0
5003413595900540160,14.3673631136,-33.5536650661,16.6808,17.4389,15.8444,0.0472,0.0653,0.131,0.049,-0.209,0.05,0.5845,2006.gb103a,scl041_11_,2,103.66,128.57,0.154,0.569,-1.58,0.025,0.04,1.450,m,0
5003181637601694208,14.3838133287,-33.9503440555,18.6012,19.259,18.0682,0.2366,0.1792,-0.032,0.144,-0.255,0.124,0.6909,2018.asa.outer,dr2-0083,1,40.79,125.9,0.43,0.0,-1.46,0.07,0.0,3.321,m,0
5003402158403548928,14.3863979448,-33.5686692654,16.915,17.5825,16.121,0.1345,0.0909,0.147,0.061,-0.182,0.062,0.564,2006.gb103a,scl045_02_,2,95.45,110.32,0.169,0.171,-1.65,0.027,0.08,2.003,m,0
5003152431825838208,14.3894850587,-34.4133082993,16.8657,17.5579,16.0725,0.0671,0.0819,0.106,0.061,-0.225,0.045,1.2227,2007.gb209,scl010_08_,1,66.26,123.29,0.24,0.0,-2.21,0.043,0.0,2.489,m,0
5003400504840134016,14.3951966131,-33.6626963299,17.7581,18.3843,17.0942,-0.0248,0.1029,0.323,0.085,-0.162,0.089,0.5394,2006.gb103a,scl074_02_,2,58.8,131.8,0.507,0.312,-2.98,0.079,0.046,7.319,m,0
5003398756789699328,14.398097786,-33.6894169353,17.4713,18.0993,16.7112,-0.0527,0.086,0.106,0.067,-0.159,0.068,0.5383,2018.asa.outer,dr2-0766,3,97.72,101.16,0.164,1.708,-1.58,0.027,0.069,0.601,m,0
5003180778608242816,14.4195984208,-33.9858390856,19.0792,19.6221,18.4377,0.2065,0.2565,0.335,0.187,0.057,0.153,0.6986,2018.asa.outer,dr2-0081,1,30.79,106.87,0.66,0.0,-2.11,0.111,0.0,5.791,m,0
5003402089683239168,14.4252952221,-33.5620160258,18.9777,19.4737,18.3569,0.1588,0.2511,0.168,0.201,-0.043,0.2,0.5362,2006.gb103a,scl043_02_,4,28.78,103.22,0.774,3.275,-1.93,0.106,0.214,0.965,m,0
5003400676638855680,14.4280623019,-33.624460385,18.9266,19.421,18.3088,-0.2528,0.2216,-0.062,0.184,0.034,0.16,0.5155,2006.gb103a,scl063_02_,4,30.97,113.91,0.645,2.455,-1.77,0.096,0.061,2.556,m,0
5003420918819857152,14.4321595365,-33.4192269167,18.8625,19.3344,18.2503,-0.0156,0.3351,0.134,0.186,0.174,0.213,0.6236,2006.gb103a,scl013_05_,2,21.0,115.75,0.956,0.865,-2.27,0.167,0.026,3.110,m,0
5003180465076613376,14.4339927483,-34.0206452593,17.8389,18.4145,17.1696,-0.1141,0.1256,0.095,0.09,-0.135,0.073,0.7241,2018.asa.outer,dr2-0080,1,73.5,120.63,0.48,0.0,-3.33,0.09,0.0,1.031,m,0
5003394702339510144,14.4567012028,-33.7466082236,18.4278,18.9923,17.7603,-0.1811,0.1469,0.18,0.115,-0.089,0.104,0.5012,2018.asa.outer,dr2-0751,5,59.02,105.11,0.3,0.673,-1.54,0.044,0.255,2.800,m,0
5003397348040179968,14.4585889845,-33.6679879276,16.48,17.2061,15.6615,0.0049,0.0475,0.153,0.04,-0.191,0.036,0.4863,2006.gb103a,scl077_02_,2,119.57,102.83,0.132,0.112,-1.38,0.021,0.036,2.465,m,0
5003205719484345600,14.4589857581,-33.8701904104,18.262,18.8142,17.5381,0.1531,0.1362,0.215,0.103,-0.339,0.093,0.5684,2018.asa.outer,dr2-0442,1,58.6,137.15,0.33,0.0,-1.7,0.049,0.0,4.667,m,0
5003394186943437952,14.4631588291,-33.81305821,19.2394,19.7447,18.6012,0.4195,0.2655,-0.046,0.255,-0.205,0.181,0.5266,2018.asa.outer,dr2-0750,2,22.76,118.61,0.69,9.611,-2.07,0.132,0.154,3.300,m,0
5003400818372924672,14.4632923472,-33.6249976067,18.4773,18.9648,17.8376,0.0374,0.1548,0.017,0.129,-0.281,0.115,0.4865,2006.gb103a,scl064_02_,3,27.07,112.94,0.821,2.136,-2.29,0.131,0.302,1.841,m,0
5003181397083530624,14.4641931376,-33.9219141188,18.6716,19.1845,18.047,0.0118,0.1865,0.004,0.131,-0.28,0.116,0.6072,2018.asa.outer,dr2-0082,1,43.12,125.08,0.47,0.0,-1.57,0.067,0.0,2.116,m,0
5003396965787053952,14.4668787707,-33.7066592877,19.0559,19.483,18.4757,0.4164,0.2297,-0.236,0.213,-0.312,0.165,0.4825,2018.asa.outer,dr2-0759,5,35.31,112.05,0.532,3.097,-1.78,0.079,0.207,8.186,m,0
5003177961111462784,14.4795048357,-33.9947320898,16.6512,17.3762,15.8236,0.0356,0.0666,0.098,0.048,-0.187,0.04,0.667,2018.asa.outer,dr2-0077,2,149.91,111.07,0.094,0.434,-1.71,0.017,0.573,0.564,m,0
5003420708366465920,14.4801874618,-33.4399092368,18.4134,18.9074,17.793,0.0107,0.2092,0.087,0.164,-0.247,0.147,0.5761,2006.gb103a,scl020_05_,2,35.19,126.61,0.776,0.01,-2.81,0.13,0.061,0.466,m,0
5003161773378723968,14.481244598,-34.2450962826,19.2977,19.7771,18.6731,0.412,0.3744,0.403,0.319,-0.367,0.218,0.9612,2007.gb209,scl039_08_,1,15.32,117.75,1.72,0.0,-2.03,0.222,0.0,1.814,m,0
5003151572830552320,14.4816272986,-34.3526956738,18.7617,19.2406,18.1445,0.2414,0.2489,0.473,0.201,-0.28,0.143,1.101,2007.gb209,scl031_08_,1,22.0,113.26,0.96,0.0,-1.84,0.139,0.0,3.788,m,0
5003175998310447360,14.4848393725,-34.1117457267,18.2518,18.7947,17.5822,-0.201,0.1608,0.167,0.119,0.003,0.091,0.7946,2007.gb209,scl025_08_,1,25.41,114.55,0.78,0.0,-1.91,0.117,0.0,5.956,m,0
5003396145449339008,14.4925850962,-33.7310216817,18.46,18.9373,17.8299,-0.003,0.1407,-0.067,0.124,-0.326,0.107,0.4662,2018.asa.outer,dr2-0755,5,43.63,122.67,0.423,3.833,-2.4,0.075,0.257,5.154,m,0
5003422701231343360,14.4932106638,-33.3566577484,18.2943,18.8289,17.6167,-0.042,0.1894,0.074,0.177,-0.212,0.144,0.6476,2003.Scl05b,scl_05_044,1,13.09,108.39,1.34,0.0,-1.63,0.218,0.0,0.356,m,0
5003424178700134784,14.4947407528,-33.2855034686,18.2134,18.6927,17.5359,0.0926,0.1704,0.252,0.123,-0.134,0.13,0.7243,2003.Scl05b,scl_05_043,1,22.55,127.96,0.83,0.0,-1.86,0.13,0.0,1.736,m,0
5003396145448522880,14.4983065772,-33.7324039217,19.3423,19.7731,18.7243,0.3891,0.2514,-0.217,0.236,-0.109,0.186,0.4618,2018.asa.outer,dr2-0756,4,26.62,115.35,0.827,2.113,-2.24,0.135,0.285,4.830,m,0
5003397897795165440,14.503050815,-33.6322297754,18.3831,18.8955,17.7229,-0.0593,0.1485,-0.111,0.131,-0.158,0.105,0.4526,2018.asa.c15,AS2024,5,45.05,117.52,0.432,2.007,-1.98,0.064,0.27,2.714,m,0
5003205036583697408,14.5068883793,-33.8826889728,18.3135,18.8595,17.6402,-0.2011,0.1405,-0.049,0.103,-0.195,0.096,0.5419,2018.asa.outer,dr2-0437,2,56.95,121.39,0.329,0.369,-2.02,0.051,0.006,5.072,m,0
5003206376615120128,14.5122249717,-33.8185490578,16.5318,17.3036,15.6877,0.0081,0.0549,0.139,0.046,-0.148,0.036,0.4904,2018.asa.c14,AS0015,2,206.6,111.81,0.081,1.067,-2.08,0.013,0.0,1.077,m,0
5003403872094541184,14.5124453655,-33.5978585223,19.0189,19.5557,18.4162,-0.0782,0.2291,0.094,0.193,-0.266,0.165,0.4542,2006.gb103a,scl053_02_,4,29.49,105.03,0.676,1.42,-2.07,0.112,0.115,0.738,m,0
5003206200520688896,14.5169761252,-33.8449103039,17.3682,17.9771,16.6201,0.1736,0.0844,0.086,0.068,-0.281,0.057,0.5047,2018.asa.c14,AS2264,3,120.54,113.01,0.133,0.655,-2.01,0.022,0.013,7.041,m,0
5003204967864223104,14.5178650667,-33.8902577267,19.713,20.1182,19.1819,0.1505,0.3646,-0.014,0.31,-0.168,0.235,0.5402,2018.asa.c14,AS5294,3,26.04,138.28,0.891,3.798,-1.92,0.127,0.504,0.355,m,0
5003407655960930688,14.5206051483,-33.5229725273,19.2898,19.8229,18.6502,-0.2807,0.3223,0.257,0.316,-0.06,0.212,0.4862,2006.gb103a,scl037_02_,3,20.08,109.75,1.039,5.551,-1.41,0.148,0.445,1.502,m,0
5003422361928939264,14.5213783038,-33.3824871138,18.2129,18.6919,17.5772,0.2518,0.1829,0.29,0.126,-0.22,0.122,0.6064,2006.gb108a,scl038_05_,3,23.19,102.29,0.758,1.506,-1.91,0.121,0.195,3.207,m,0
5003204658626583168,14.5217703406,-33.9225653701,18.868,19.3829,18.2543,0.391,0.2049,0.16,0.142,-0.207,0.133,0.5664,2007.gb208,scl128_06_,1,17.58,99.39,1.03,0.0,-1.55,0.167,0.0,3.490,m,0
5003397519838051840,14.5223674703,-33.6658884515,18.3603,18.8783,17.7186,0.0864,0.1588,0.1,0.124,-0.277,0.107,0.433,2018.asa.c15,AS2023,5,46.15,96.95,0.387,6.069,-1.88,0.064,0.215,1.346,m,0
5003204658628204416,14.5229975898,-33.9212309745,17.3462,17.9586,16.6198,-0.0539,0.0846,0.036,0.062,-0.18,0.054,0.5643,2018.asa.outer,dr2-0435,1,96.49,121.9,0.29,0.0,-3.06,0.048,0.0,2.095,m,0
5027443353806594816,14.5436230678,-33.2475776863,18.6337,19.1129,18.0024,-0.0768,0.2284,-0.055,0.169,-0.124,0.166,0.7487,2018.asa.c10,AS2150,2,20.06,109.95,1.096,4.585,-2.22,0.152,0.162,0.862,m,0
5003407484162239360,14.5479479644,-33.5131481857,18.8167,19.1453,18.0957,-0.099,0.208,0.112,0.175,0.027,0.148,0.4741,2018.asa.c15,AS0270,1,17.64,115.0,1.52,0.0,-1.83,0.173,0.0,1.870,m,0
5003205483260295296,14.5479532189,-33.8510837526,18.3689,18.9332,17.6896,-0.2158,0.1565,0.189,0.114,-0.213,0.096,0.4855,2018.asa.c14,AS2366,3,62.88,122.18,0.261,0.384,-1.93,0.046,0.202,3.554,m,0
5003403567151998720,14.5495191297,-33.6251280645,18.5881,19.0616,17.9662,-0.2034,0.1755,0.004,0.155,0.148,0.119,0.4164,2018.asa.c15,AS2017,5,38.1,107.36,0.472,2.488,-1.81,0.078,0.12,7.264,m,0
5003201669329349632,14.5556054307,-33.9443862823,18.714,19.1952,18.0584,0.054,0.1983,0.377,0.132,-0.08,0.122,0.5645,2018.asa.c14,AS2387,3,53.09,113.95,0.364,1.298,-0.91,0.053,1.029,5.973,m,0
5003202047288089088,14.5589862444,-33.9248265365,18.096,18.6323,17.4079,-0.137,0.1344,0.133,0.091,-0.26,0.08,0.5426,2018.asa.c14,AS2342,3,80.8,108.29,0.232,1.234,-2.12,0.036,0.187,3.845,m,0
5003208025880929664,14.5606559271,-33.7808061928,19.0276,19.4905,18.453,0.5056,0.2095,0.012,0.194,-0.234,0.14,0.4293,2018.asa.outer,dr2-0452,3,29.36,109.99,0.782,2.636,-2.53,0.123,0.184,5.991,m,0
5003396626484857216,14.5653135983,-33.6740652342,18.6075,19.0713,17.9835,0.0477,0.1697,0.024,0.135,-0.097,0.114,0.3968,2018.asa.c15,AS2018,5,32.31,99.6,0.602,2.252,-2.3,0.107,0.136,0.661,m,0
5003409408308358784,14.5655541971,-33.4545348602,16.6367,17.4025,15.7875,-0.0459,0.0701,0.086,0.051,-0.275,0.042,0.5116,2018.asa.c15,AS2313,3,95.8,124.77,0.168,1.231,-1.9,0.028,0.08,11.719,m,0
5003410263006001920,14.5688778655,-33.4384123293,18.6275,19.1646,18.0112,-0.0153,0.2367,-0.355,0.175,0.064,0.138,0.5249,2018.asa.c15,AS2298,2,19.79,108.59,1.292,5.576,-2.3,0.182,0.312,8.168,m,0
5027447343830603648,14.5777088247,-33.140902927,18.7854,19.3003,18.1509,-0.1539,0.2513,0.252,0.211,-0.28,0.201,0.8727,2003.Scl05b,scl_05_033,1,19.62,106.91,1.26,0.0,-1.91,0.158,0.0,1.288,m,0
5003205242742130816,14.5788837163,-33.8729211887,18.8421,19.3423,18.2651,0.1998,0.2075,0.347,0.154,-0.28,0.131,0.4803,2018.asa.outer,dr2-0440,1,32.3,103.3,0.69,0.0,-2.39,0.114,0.0,3.370,m,0
5003404151267628288,14.5801120305,-33.5781299304,18.6016,19.0349,17.9233,0.0141,0.1832,0.486,0.138,-0.092,0.118,0.4106,2018.asa.c15,AS2275,4,43.63,102.54,0.431,1.055,-2.07,0.065,0.166,10.090,m,0
5003208846220440448,14.5812336213,-33.7168080281,18.1105,18.6206,17.4399,0.0209,0.1218,0.067,0.095,-0.209,0.081,0.3879,2018.asa.c14,AS2029,3,51.69,104.76,0.331,1.578,-2.2,0.057,0.062,0.643,m,0
5003202287804634624,14.5832108331,-33.8839925067,18.6133,19.0614,17.9611,-0.2798,0.1909,-0.026,0.134,-0.001,0.112,0.4869,2018.asa.outer,dr2-0416,3,45.24,114.28,0.424,2.908,-2.21,0.063,0.212,3.549,m,0
5003410881481334144,14.5933743711,-33.3737514708,17.7952,18.4067,17.0679,-0.136,0.1331,0.205,0.103,-0.187,0.083,0.5801,2006.gb108a,scl033_05_,3,45.27,103.98,0.348,1.774,-1.8,0.062,0.177,2.957,m,0
5003200569817733888,14.5972728576,-33.9846253781,19.5276,19.9909,18.9672,0.197,0.3416,0.23,0.25,-0.404,0.197,0.5809,2018.asa.c14,AS5091,2,18.19,124.24,1.122,1.017,-1.58,0.17,0.253,1.646,m,0
5003406006693494400,14.6051119638,-33.5187917018,18.873,19.3904,18.2399,0.0857,0.205,0.06,0.165,-0.269,0.132,0.432,2018.asa.c15,AS2045,5,28.96,102.59,0.73,2.294,-1.95,0.109,0.218,0.989,m,0
5003200569817734144,14.6086735029,-33.9813066657,19.112,19.5815,18.5,0.0099,0.2635,0.034,0.188,-0.172,0.143,0.5702,2018.asa.c14,AS2423,2,24.3,118.65,0.764,1.1,-1.93,0.132,0.01,0.156,m,0
5003403360993648384,14.6122088996,-33.5925622565,18.8718,19.2978,18.2743,-0.0805,0.2103,0.111,0.163,-0.087,0.137,0.3792,2018.asa.c15,AS2046,5,33.06,97.57,0.746,6.392,-2.26,0.1,0.206,0.450,m,0
5003203696553907968,14.6139455034,-33.8715223003,19.6794,20.1791,19.0944,-0.5588,0.3602,-0.231,0.308,-0.107,0.214,0.4535,2018.asa.c14,AS5247,2,25.92,119.0,0.787,1.508,-1.92,0.13,0.057,3.084,m,0
5003188406470357760,14.6199884198,-34.0346469395,18.9893,19.4667,18.3601,0.1723,0.2438,0.216,0.177,-0.107,0.139,0.626,2007.gb208,scl156_04_,1,17.66,105.71,0.91,0.0,-1.58,0.168,0.0,1.291,m,0
5003402605079408512,14.6239023343,-33.6393670458,18.7231,19.2421,18.0867,-0.28,0.1836,-0.126,0.16,-0.148,0.123,0.3527,2018.asa.c15,AS2020,12,94.46,109.85,0.193,1.863,-1.47,0.029,0.15,4.259,m,0
5003406247212429952,14.6284261109,-33.4777863081,17.1513,17.8435,16.3638,-0.0295,0.0825,0.034,0.067,-0.197,0.051,0.4535,2018.asa.c15,AS2321,3,40.42,125.0,0.194,3.866,-2.9,0.098,0.059,2.849,m,0
5003214515577276544,14.6352043752,-33.691381589,19.3084,19.8072,18.7276,0.2641,0.2664,0.619,0.249,-0.164,0.187,0.3386,2018.asa.c14,AS0400,1,24.27,106.02,1.14,0.0,-2.81,0.228,0.0,5.359,m,0
5003214622952362240,14.6369302103,-33.6862425792,17.0239,17.6785,16.2535,0.0071,0.0701,0.092,0.055,-0.056,0.046,0.3369,2018.asa.c14,AS0047,1,109.51,101.5,0.16,0.0,-2.04,0.026,0.0,5.518,m,0
5003405834895811584,14.637072927,-33.5247556723,18.8136,19.3314,18.2239,0.1462,0.2046,0.332,0.158,-0.311,0.129,0.4066,2018.asa.c15,AS2021,4,30.89,116.22,0.676,2.428,-2.32,0.109,0.102,2.787,m,0
5003214446857795200,14.6372206161,-33.7103681382,18.7106,19.0565,18.2301,-0.304,0.1741,0.172,0.137,-0.426,0.118,0.3393,2018.asa.c14,AS0245,1,28.24,100.63,0.68,0.0,-2.32,0.123,0.0,10.829,m,0
5003204315029191808,14.6379881573,-33.8247646723,19.5294,20.0356,18.9222,-0.1762,0.3036,-0.063,0.259,-0.254,0.199,0.3962,2018.asa.c14,AS5097,1,17.44,99.33,1.31,0.0,-2.15,0.21,0.0,1.236,m,0
5003207304326427520,14.6388693831,-33.7966105207,18.5743,19.1254,17.9344,0.0456,0.1651,-0.173,0.132,-0.137,0.105,0.3754,2018.asa.c14,AS2034,3,36.45,119.71,0.419,1.826,-1.34,0.069,0.108,4.534,m,0
5003204310734948096,14.6400074654,-33.8277188167,17.3608,17.9961,16.5957,0.0694,0.084,0.206,0.07,-0.088,0.051,0.397,2018.asa.c14,AS2259,2,99.25,102.84,0.176,0.04,-1.81,0.027,0.017,6.777,m,0
5003214829109283712,14.6403791259,-33.6784665192,18.6463,19.1471,17.9762,-0.2225,0.1793,-0.174,0.139,-0.243,0.117,0.3339,2014.bin1,scl_binpro,11,78.47,121.86,0.231,1.679,-2.06,0.039,0.166,7.126,m,0
5003214416793925376,14.6407590124,-33.7218849065,16.9958,17.6985,16.194,-0.118,0.0706,0.157,0.053,-0.195,0.044,0.3389,2018.asa.c14,AS0044,1,93.75,106.79,0.17,0.0,-1.72,0.029,0.0,6.633,m,0
5003404975902112896,14.6480872146,-33.5567220795,19.4594,19.8169,18.997,0.0877,0.3137,0.525,0.341,-0.432,0.202,0.3748,2018.asa.c15,AS0453,1,16.83,105.47,1.51,0.0,-2.57,0.275,0.0,2.514,m,0
5003207407405642752,14.6505642059,-33.7913410827,18.7729,19.3249,18.1295,0.2371,0.184,0.174,0.151,-0.272,0.121,0.3626,2018.asa.c14,AS2036,4,34.82,112.12,0.445,1.879,-1.44,0.071,0.21,1.984,m,0
5003204349390943744,14.653939831,-33.8203896477,18.423,18.9188,17.7609,-0.056,0.1462,0.222,0.116,-0.219,0.097,0.3807,2018.asa.c14,AS0170,1,50.24,106.1,0.44,0.0,-1.81,0.058,0.0,1.730,m,0
5003213695237932928,14.6560781215,-33.7146936226,19.4298,19.8861,18.8546,-0.0693,0.272,0.37,0.265,-0.322,0.186,0.3243,2018.asa.c14,AS0435,1,21.48,113.74,1.08,0.0,-2.3,0.179,0.0,1.717,m,0
5003404701023445632,14.6580581554,-33.5790490821,19.6333,20.1542,19.096,0.5558,0.3529,0.416,0.363,-0.24,0.229,0.353,2018.asa.c15,AS5190,1,20.75,102.58,0.97,0.0,-1.78,0.156,0.0,2.930,m,0
5003213695237936128,14.6584795641,-33.717721315,18.8375,19.3581,18.2242,-0.1571,0.194,0.108,0.148,-0.091,0.123,0.3229,2003.Scl02a,scl_02_244,2,18.24,106.31,1.195,0.155,-1.94,0.172,0.132,0.941,m,0
