GaiaDR3Id,Gaia-RA,Gaia-DEC,Gaia-G,Gaia-BP,Gaia-RP,plx,plx-err,pmra,pmra-err,pmdec,pmdec-err,ellr,Flamesfield,SpecName,N-Spec,combSN,aveVel,vel-err,vel-var,aveFeH,feh-err,feh-var,z,mem,feh-rel
5027233007785649536,14.9347210275,-33.5616142666,18.002,18.549,17.3139,0.0346,0.14,0.193,0.101,-0.213,0.075,0.2226,2014.bin1,scl_binpro,11,162.02,113.96,0.119,2.119,-2.24,0.019,0.087,1.035,m,0
5003193075099730176,14.9348499151,-33.9220355275,19.3127,19.8157,18.6915,-0.128,0.2538,0.212,0.243,0.19,0.157,0.3335,2018.asa.c1,AS1534,1,19.15,123.98,0.86,0.0,-1.16,0.15,0.0,6.586,m,0
5003193075099726848,14.9350480546,-33.9290066775,18.5853,19.1176,17.9164,0.0646,0.1537,0.003,0.121,-0.192,0.094,0.3432,2007.gb208,scl116_06_,1,21.43,113.57,0.83,0.0,-1.57,0.135,0.0,1.124,m,0
5003200050127028864,14.9350619658,-33.7168297112,18.7521,19.3239,18.0876,-0.1021,0.1867,0.045,0.154,-0.093,0.112,0.0898,2017.sclcen2,AT05342,1,33.92,105.86,0.55,0.0,-1.41,0.085,0.0,0.580,m,0
5003197988542357888,14.9351036651,-33.8520906463,19.633,20.1029,19.032,0.3934,0.321,0.041,0.296,-0.114,0.194,0.2362,2017.sclpm,AT06963,1,19.31,110.26,0.94,0.0,-1.13,0.151,0.0,1.798,m,0
5003198022902357888,14.9354149656,-33.8339122142,18.0488,18.5571,17.3931,-0.08,0.1091,-0.017,0.089,-0.138,0.068,0.2116,2017.sclcen3,AT06767,1,43.26,111.14,0.38,0.0,-1.84,0.067,0.0,2.324,m,0
5003199981407548928,14.9354832705,-33.7223646032,19.3507,19.8672,18.7439,-0.1236,0.2665,0.15,0.246,-0.153,0.161,0.0918,2018.asa.c14,AS0414,2,39.6,101.52,0.679,0.61,-2.45,0.106,0.015,0.359,m,0
5003197919822873472,14.9363991403,-33.8633411438,19.5084,19.9432,18.9024,-0.0903,0.2862,0.062,0.264,-0.002,0.176,0.2511,2018.asa.c14,AS5066,1,23.33,95.18,0.92,0.0,-1.91,0.142,0.0,0.857,m,0
5003198233355730176,14.9364334576,-33.8202908205,17.5332,18.152,16.7944,0.0693,0.0841,0.116,0.07,-0.241,0.051,0.1932,2018.asa.c14,AS0073,2,116.16,107.01,0.144,0.535,-1.91,0.024,0.005,2.782,m,0
5027231457299565056,14.9370598015,-33.6374061548,18.9441,19.4118,18.3584,0.1956,0.2186,0.157,0.175,-0.136,0.126,0.1271,2017.sclcen3,AT04174,1,31.66,101.04,0.57,0.0,-1.98,0.101,0.0,0.994,m,0
5003199672169890560,14.9371337987,-33.7430795278,17.7288,18.3822,16.9622,-0.0241,0.1029,0.111,0.08,-0.123,0.06,0.1045,2004.Sclcen,ET0339,2,65.36,100.1,0.29,0.08,-1.33,0.041,0.055,0.556,m,0
5003200084486771712,14.9375006983,-33.7073920345,18.6125,19.1168,17.9304,0.0889,0.174,0.026,0.138,-0.309,0.104,0.0854,2017.sclpm,AT05186,1,41.68,97.81,0.38,0.0,-2.0,0.075,0.0,3.380,m,0
5027238058666646272,14.9386205609,-33.45696667,19.3843,19.7765,18.7917,-0.1927,0.4223,0.461,0.435,-0.119,0.227,0.3677,2018.asa.c12b,AS0423,1,16.6,118.92,1.22,0.0,-1.75,0.189,0.0,1.542,m,0
5003199878328328320,14.9388316894,-33.7316234224,17.5556,18.1571,16.8274,-0.024,0.0918,0.108,0.073,-0.033,0.054,0.0944,2004.Sclcen,ET0320,10,199.74,119.56,0.086,0.831,-1.85,0.014,0.055,6.612,m,0
5027433458201277952,14.9389989929,-33.2941153792,18.585,19.0921,17.9332,0.2275,0.2344,0.377,0.162,-0.091,0.12,0.6017,2003.Scl04a,scl_04_058,2,26.42,106.93,0.715,0.931,-1.63,0.111,0.286,6.598,m,0
5003211839813608192,14.9392844773,-33.6888813588,18.5141,18.8761,17.9884,-0.3474,0.1676,0.127,0.131,-0.22,0.097,0.0857,2018.asa.c12a,AS0194,2,38.45,129.35,0.502,0.37,-1.78,0.07,0.069,6.089,m,0
5003198336436399616,14.9423649032,-33.8108810459,17.1997,17.8832,16.4151,-0.0356,0.072,0.098,0.06,-0.197,0.043,0.1781,2017.sclpm,AT06533,1,115.44,109.85,0.15,0.0,-1.56,0.023,0.0,1.526,m,0
5003192216106255232,14.9433669373,-33.9600948731,19.3569,19.7063,18.854,-0.1805,0.2628,-0.146,0.216,-0.028,0.151,0.385,2018.asa.c1,AS1546,1,20.0,121.91,1.05,0.0,-1.81,0.158,0.0,1.737,m,0
5027219298249516032,14.9434100897,-33.6898345361,16.7235,17.5509,15.8404,0.0855,0.0595,0.078,0.046,-0.251,0.035,0.0821,2004.Sclcen,ET0051,10,301.17,106.61,0.049,1.498,-1.06,0.008,0.096,9.570,m,0
5027231049280036608,14.9438536269,-33.6792292109,18.2447,18.7996,17.5561,0.0107,0.136,0.355,0.111,-0.26,0.081,0.0866,2018.asa.c12a,AS0134,3,60.24,118.07,0.264,1.062,-1.66,0.043,0.135,5.898,m,0
5003198022902356480,14.944264293,-33.8340250403,19.481,20.0036,18.8992,-0.1341,0.2999,0.284,0.284,-0.018,0.184,0.208,2017.sclpm,AT06770,1,24.64,87.78,0.81,0.0,-2.19,0.149,0.0,1.698,m,0
5003198435219262592,14.9445189062,-33.7888298595,19.3976,19.8815,18.7815,0.3438,0.2721,0.155,0.244,0.02,0.165,0.149,2018.asa.c16,AS0422,1,13.28,116.45,1.66,0.0,-1.97,0.254,0.0,3.485,m,0
5003198435219257472,14.9446499428,-33.7932385121,19.4429,19.9004,18.7942,0.2106,0.2731,0.211,0.248,-0.353,0.166,0.1544,2018.asa.c1,AS1582,1,22.66,87.68,1.04,0.0,-1.85,0.143,0.0,1.608,m,0
5027233209646297088,14.9449282413,-33.518307392,19.2856,19.7502,18.7021,-0.5164,0.3172,-0.276,0.338,-0.094,0.182,0.2802,2018.asa.c12b,AS0395,1,15.77,118.05,1.23,0.0,-1.67,0.195,0.0,3.704,m,0
5003193487416614528,14.9455113345,-33.8790431006,18.1977,18.7661,17.5131,0.1484,0.1316,0.142,0.102,-0.258,0.077,0.2696,2017.sclpm,AT07191,1,70.11,120.34,0.26,0.0,-1.4,0.04,0.0,2.144,m,0
5003200020063611904,14.946071596,-33.7150817004,17.4509,18.0875,16.6923,0.0573,0.0905,0.043,0.07,-0.204,0.052,0.08,2004.Sclcen,ET0315,10,157.11,117.03,0.067,2.752,-1.89,0.018,0.039,2.394,m,0
5027232801626681088,14.9467487205,-33.5602971133,17.1996,17.8339,16.4438,0.0337,0.0936,0.145,0.07,-0.19,0.051,0.2218,2004.Sclcen,ET0062,10,253.55,105.62,0.066,0.453,-2.19,0.011,0.052,0.540,m,0
5003198817472771712,14.946956714,-33.7751591877,17.0543,17.7957,16.2232,-0.091,0.0632,0.145,0.051,-0.106,0.039,0.1311,2017.sclcen2,AT06139,1,105.43,107.13,0.15,0.0,-1.11,0.025,0.0,5.937,m,0
5027231079346664448,14.9475323316,-33.6712333217,19.5785,20.0708,19.0363,0.0267,0.3169,0.094,0.306,-0.092,0.194,0.0893,2017.sclcen2,AT04651,1,17.88,125.79,1.1,0.0,-2.04,0.195,0.0,0.149,m,0
5003198435219266176,14.9475517238,-33.7856375318,19.0724,19.5568,18.4433,0.2001,0.2191,0.044,0.23,-0.129,0.143,0.1434,2017.sclcen3,AT06275,1,34.96,92.31,0.59,0.0,-1.96,0.092,0.0,0.882,m,0
5027231079342428544,14.9480447497,-33.6703708921,18.7506,19.2641,18.0935,-0.0969,0.1799,-0.002,0.152,-0.063,0.109,0.0896,2018.asa.c17,AS0252,1,24.61,110.05,0.8,0.0,-1.57,0.118,0.0,1.031,m,0
5027238054369431936,14.9482425019,-33.4503429026,18.8177,19.3342,18.1729,-0.3224,0.3204,-0.149,0.232,0.082,0.158,0.3763,2006.gb108a,scl067tor_,3,16.75,90.36,0.899,8.849,-2.1,0.193,0.273,2.387,m,0
5027233213943539200,14.9483498961,-33.5185398793,18.4272,18.9256,17.7751,-0.0606,0.1821,0.013,0.152,-0.178,0.101,0.2795,2014.bin1,scl_binpro,10,107.78,117.21,0.203,0.817,-2.47,0.033,0.101,0.825,m,0
5003198439515638400,14.9486583366,-33.791503902,17.3691,18.0983,16.57,-0.0391,0.0774,0.062,0.066,-0.132,0.047,0.1503,2004.Sclcen,ET0133,1,67.98,112.03,0.24,0.0,-1.06,0.039,0.0,0.748,m,0
5003200020063611264,14.9487445092,-33.7050328212,17.9569,18.5931,17.2129,0.2796,0.1254,0.191,0.095,-0.168,0.072,0.0757,2017.sclcen2,AT05154,1,82.35,112.22,0.24,0.0,-1.01,0.033,0.0,5.556,m,0
5027233106567070336,14.9488431525,-33.5403479738,19.1206,19.5941,18.5633,0.1229,0.2815,-0.191,0.304,0.018,0.165,0.2489,2017.sclcen3,AT03287,1,24.6,108.34,0.75,0.0,-1.95,0.132,0.0,2.027,m,0
5003197919822876288,14.9490431821,-33.86037055,18.6158,19.0974,17.9696,0.2005,0.165,0.154,0.127,-0.134,0.097,0.2423,2018.asa.c1,AS1236,1,39.61,115.45,0.46,0.0,-1.69,0.074,0.0,1.842,m,0
5027231152359248512,14.9493527099,-33.6576208149,18.6439,19.1723,17.9798,0.2073,0.1685,0.053,0.143,-0.09,0.104,0.0999,2018.asa.c12a,AS0231,2,30.82,112.5,0.588,1.109,-1.92,0.096,0.122,2.365,m,0
5003193006380246400,14.9493811695,-33.936833951,19.6339,20.0597,19.1037,0.5069,0.3234,0.224,0.291,-0.129,0.193,0.3501,2017.sclpm,AT07532,1,20.14,118.95,1.26,0.0,-2.67,0.26,0.0,2.760,m,0
5003198813176395648,14.9508494453,-33.7805683183,19.4469,20.0006,18.9316,0.445,0.2868,0.359,0.263,-0.263,0.175,0.1354,2018.asa.c16,AS0443,1,13.64,111.82,1.56,0.0,-1.99,0.248,0.0,2.828,m,0
5027231079342427776,14.9510092708,-33.6733175964,19.3967,19.9817,18.771,0.4822,0.2802,-0.012,0.269,0.023,0.175,0.0854,2018.asa.c17,AS0429,1,13.85,116.26,1.59,0.0,-1.2,0.21,0.0,4.999,m,0
5027219293952854272,14.9510126654,-33.6974788401,18.7269,19.2858,18.0419,0.3346,0.2234,0.292,0.174,-0.448,0.121,0.0741,2018.asa.c2,AS0250,1,41.32,112.9,0.5,0.0,-0.71,0.066,0.0,6.003,m,0
5003193418697125504,14.9516092795,-33.9005892945,18.5938,19.0668,17.9861,-0.1734,0.1573,-0.077,0.127,-0.16,0.096,0.2979,2018.asa.c1,AS0215,1,38.17,110.95,0.65,0.0,-2.34,0.092,0.0,3.740,m,0
5027231495956627712,14.9516850052,-33.6135881557,18.3566,18.8669,17.7256,0.1031,0.1483,0.044,0.116,-0.149,0.089,0.1496,2018.asa.c2,AS0159,1,38.61,125.68,0.46,0.0,-2.55,0.098,0.0,0.741,m,0
5003193006380245248,14.9529975893,-33.9396326084,19.4017,19.8321,18.7969,0.0489,0.2691,0.358,0.237,0.048,0.16,0.3531,2018.asa.c1,AS1564,2,34.69,105.07,0.573,2.182,-2.14,0.102,0.02,4.450,m,0
5003198370796137856,14.9543019309,-33.805084858,19.1085,19.6034,18.5072,0.3127,0.219,0.677,0.221,-0.172,0.138,0.165,2018.asa.c1,AS1435,1,26.7,112.56,0.81,0.0,-1.05,0.105,0.0,8.730,m,0
5003199775249111680,14.9545921153,-33.7346910025,17.7624,18.3453,17.0367,0.0831,0.1002,0.113,0.081,-0.141,0.059,0.0844,2017.sclcen3,AT05616,1,63.0,94.6,0.26,0.0,-1.65,0.044,0.0,0.805,m,0
5027231083639773184,14.9551193137,-33.6635624762,17.2986,17.9174,16.5464,0.0473,0.0796,0.138,0.064,-0.178,0.047,0.091,2017.sclcen2,AT04526,1,109.58,117.1,0.16,0.0,-1.98,0.026,0.0,0.493,m,0
5027233140926812928,14.9553824523,-33.532911765,18.7665,19.2451,18.1278,-0.3967,0.2351,-0.204,0.187,-0.002,0.13,0.2584,2018.asa.c12a,AS0259,2,23.08,110.52,0.803,1.678,-2.25,0.14,0.125,4.478,m,0
5027231289795723776,14.9565823757,-33.6312795521,18.62,19.0424,17.9505,0.2705,0.1769,0.145,0.139,-0.097,0.106,0.1257,2017.sclcen3,AT04092,1,37.34,101.81,0.49,0.0,-2.1,0.086,0.0,3.218,m,0
5003199809608856192,14.9569039487,-33.725331075,19.4823,19.944,18.8335,-0.1892,0.2893,-0.255,0.278,0.139,0.176,0.0759,2018.asa.c16,AS5024,2,26.43,98.92,0.721,0.85,-1.94,0.124,0.064,3.416,m,0
5027231285500877440,14.9569460395,-33.6318393869,18.1742,18.6047,17.4246,0.0609,0.1378,-0.157,0.107,-0.111,0.081,0.1249,2018.asa.c2,AS0125,1,42.29,117.05,0.62,0.0,-2.76,0.1,0.0,6.415,m,0
5027231079343191808,14.957128173,-33.6730116599,18.3365,18.9332,17.6273,0.0752,0.1424,0.206,0.116,-0.14,0.084,0.0816,2018.asa.c16,AS0155,1,17.87,116.91,0.94,0.0,-0.73,0.15,0.0,1.399,m,0
5003199779545444224,14.9579929192,-33.7347421831,17.4542,18.0434,16.688,0.1034,0.0847,0.113,0.069,-0.199,0.05,0.0819,2004.Sclcen,ET0317,10,178.38,103.46,0.093,0.538,-1.74,0.015,0.076,1.502,m,0
5027234622693352192,14.9582854983,-33.5210730963,18.0163,18.5752,17.3121,-0.1397,0.1423,0.005,0.111,-0.113,0.08,0.2747,2018.asa.c12a,AS0102,2,39.31,146.38,0.383,1.659,-1.82,0.069,0.041,1.502,m,0
5003193212538697472,14.9584245118,-33.8968054764,17.8691,18.4508,17.1537,0.0179,0.1039,0.085,0.087,-0.177,0.062,0.2905,2017.sclpm,AT07305,1,82.76,96.96,0.23,0.0,-2.14,0.037,0.0,0.161,m,0
5003199706529623168,14.9591386646,-33.750597712,19.3133,19.8291,18.6885,0.3616,0.2616,-0.079,0.239,-0.132,0.159,0.096,2018.asa.c1,AS1533,1,21.67,102.69,0.94,0.0,-1.21,0.134,0.0,2.912,m,0
5003194999245117952,14.9592722944,-33.856523674,19.5286,20.0487,18.9317,-0.2369,0.286,0.171,0.263,-0.167,0.177,0.2334,2018.asa.c16,AS5085,1,13.49,118.11,1.52,0.0,-1.54,0.227,0.0,0.969,m,0
5003198847536152960,14.9595454107,-33.7616134889,19.0424,19.5463,18.4,-0.1447,0.2016,-0.024,0.175,-0.114,0.128,0.1079,2018.asa.c1,AS1396,1,25.05,115.04,0.86,0.0,-1.43,0.117,0.0,0.974,m,0
5003194964885371392,14.9608562899,-33.8687136078,18.4049,18.9515,17.7258,0.0241,0.1396,0.186,0.115,-0.211,0.084,0.25,2018.asa.c1,AS1166,2,71.79,148.4,0.274,1.578,-1.68,0.04,0.041,0.745,m,0
5003192147386774784,14.9610869619,-33.9686556423,18.7131,19.2155,18.0694,-0.3442,0.181,0.012,0.128,-0.107,0.102,0.3928,2007.gb208,scl134_07_,3,40.87,104.21,0.469,4.118,-2.51,0.088,0.101,4.126,m,0
5003199809608859776,14.9613107098,-33.7184128169,19.1161,19.6913,18.4681,-0.0332,0.2297,0.246,0.214,-0.375,0.14,0.0686,2018.asa.c1,AS1440,1,24.82,111.46,0.71,0.0,-1.19,0.116,0.0,2.767,m,0
5027234622690325376,14.9616281532,-33.5297854067,17.5994,18.2049,16.857,0.127,0.1139,0.147,0.088,-0.349,0.062,0.2621,2004.Sclcen,ET0237,3,39.01,108.98,0.347,0.286,-1.85,0.07,0.074,10.521,m,0
5003198164637731712,14.9617530114,-33.8049600344,18.6579,19.1686,18.0318,-0.0241,0.1654,-0.086,0.142,0.041,0.103,0.1616,2017.sclpm,AT06462,1,33.49,104.19,0.5,0.0,-2.09,0.097,0.0,4.160,m,0
5027231873913749248,14.961771931,-33.6057514592,18.0651,18.6861,17.3338,0.1107,0.1293,0.087,0.097,-0.126,0.075,0.1569,2017.sclcen3,AT03810,1,65.12,113.59,0.33,0.0,-1.19,0.042,0.0,1.055,m,0
5003194999245116288,14.9618017588,-33.8590857398,19.3733,19.8705,18.771,0.2686,0.2579,-0.119,0.248,0.12,0.163,0.2362,2018.asa.c1,AS1558,1,20.85,107.06,1.36,0.0,-2.5,0.21,0.0,5.291,m,0
5027232934768376320,14.9620715285,-33.5437505294,18.0122,18.6101,17.2928,-0.0843,0.1336,-0.028,0.107,-0.105,0.077,0.2423,2016.bin9,scl_binpro,3,37.35,107.25,0.37,3.118,-1.69,0.072,0.079,1.615,m,0
5027231251141130880,14.9624928509,-33.6434920284,18.7864,19.3663,18.1765,0.2309,0.195,-0.004,0.151,-0.14,0.114,0.1088,2018.asa.c12a,AS0265,2,34.4,113.34,0.592,0.351,-1.94,0.086,0.012,2.054,m,0
5003198164637709184,14.9625461667,-33.8152820147,17.7959,18.3704,17.0896,-0.0726,0.0992,0.061,0.085,-0.16,0.061,0.1752,2017.sclcen2,AT06581,1,64.05,113.57,0.28,0.0,-2.12,0.047,0.0,0.969,m,0
5027231289798199936,14.9626459459,-33.6347114026,19.206,19.6933,18.5963,0.056,0.2521,0.24,0.24,-0.509,0.151,0.1193,2017.sclcen2,AT04147,1,25.8,91.25,0.67,0.0,-1.06,0.111,0.0,5.655,m,0
5003199710825968384,14.9633537505,-33.747736395,17.6178,18.234,16.8895,-0.0277,0.1047,0.017,0.08,-0.098,0.058,0.0903,2018.asa.c2,AS0079,1,71.86,126.74,0.25,0.0,-1.51,0.038,0.0,1.572,m,0
5003198748753628160,14.964269754,-33.7905396498,18.8693,19.3944,18.2302,-0.1376,0.1921,0.244,0.17,-0.099,0.117,0.1414,2018.asa.c1,AS1338,2,40.59,119.09,0.456,0.72,-1.05,0.069,0.06,2.023,m,0
5003198851832510592,14.964673865,-33.772692095,17.3911,17.9136,16.6913,0.0018,0.08,0.1,0.064,-0.165,0.047,0.1184,2004.Sclcen,ET0313,1,62.21,146.13,0.36,0.0,-2.61,0.054,0.0,0.041,m,0
5003199740889373824,14.9647222397,-33.7340867938,18.1138,18.637,17.4606,-0.0573,0.1286,0.169,0.095,-0.257,0.073,0.0763,2004.Sclcen,ET0360,10,128.57,134.28,0.165,0.701,-2.55,0.028,0.075,2.716,m,0
5003199740889375104,14.9656993914,-33.7321576244,18.4417,18.9349,17.8007,0.1607,0.1566,0.247,0.122,-0.091,0.091,0.074,2017.sclcen2,AT05576,1,41.88,128.67,0.42,0.0,-1.69,0.07,0.0,4.267,m,0
5003198748753296768,14.9662868544,-33.7954391357,17.6789,18.3343,16.9204,0.0324,0.0901,0.271,0.09,-0.272,0.058,0.1469,2017.sclcen2,AT06379,1,77.93,115.34,0.24,0.0,-1.29,0.034,0.0,5.246,m,0
5003193143819212288,14.9663383128,-33.9134385613,19.5589,20.0251,18.8898,-0.0946,0.3259,0.004,0.266,-0.026,0.18,0.3121,2017.sclpm,AT07398,1,26.67,117.79,0.82,0.0,-2.09,0.134,0.0,0.577,m,0
5027219023371614976,14.9666379999,-33.7100646365,17.7159,18.3398,16.9725,0.0485,0.103,0.278,0.082,-0.2,0.061,0.0613,2018.asa.c2,AS0084,1,73.58,112.87,0.26,0.0,-1.32,0.037,0.0,4.805,m,0
5027232075774897408,14.9667244471,-33.5751020791,18.1493,18.6581,17.4681,0.0423,0.1496,0.059,0.114,-0.227,0.082,0.1977,2017.sclcen2,AT03532,1,65.07,122.96,0.31,0.0,-1.74,0.044,0.0,1.333,m,0
5027219328312671744,14.9671960234,-33.672676297,18.9146,19.3666,18.2645,0.2882,0.2276,0.436,0.171,-0.008,0.13,0.0756,2018.asa.c12a,AS0295,3,44.83,125.34,0.407,2.216,-1.7,0.062,0.304,10.194,m,0
5027219431391903872,14.9675481944,-33.6646318303,18.026,18.5122,17.3254,0.094,0.127,-0.063,0.096,-0.055,0.074,0.083,2018.asa.c2,AS0105,1,50.5,111.38,0.33,0.0,-2.25,0.062,0.0,5.003,m,0
5003199745185706240,14.9676841403,-33.7354736035,18.8425,19.2535,18.0844,0.1281,0.2055,0.361,0.166,-0.122,0.125,0.0754,2018.asa.c1,AS1327,1,31.67,112.87,0.58,0.0,-1.27,0.089,0.0,3.561,m,0
5003198542594866816,14.968123912,-33.7993710062,18.389,18.9421,17.7191,-0.1712,0.134,-0.003,0.114,-0.047,0.084,0.1513,2017.sclpm,AT06411,1,55.48,79.5,0.36,0.0,-1.96,0.055,0.0,3.133,m,0
5027219263889780224,14.9683126352,-33.6911838771,17.7107,18.3736,16.95,0.1292,0.1072,0.159,0.085,-0.166,0.06,0.0621,2017.sclcen2,AT04949,1,69.09,113.85,0.24,0.0,-1.19,0.039,0.0,1.562,m,0
5027219019074915200,14.9688107133,-33.7091785312,18.2981,18.9442,17.5968,0.2016,0.1394,0.225,0.117,-0.133,0.083,0.0593,2018.asa.c12a,AS0150,3,74.91,112.99,0.24,1.229,-1.27,0.034,0.048,3.657,m,0
5027231216781394304,14.9690530338,-33.641141093,18.9963,19.5269,18.4503,0.4318,0.2522,0.17,0.19,-0.282,0.134,0.109,2018.asa.c16,AS0315,2,33.11,107.35,0.557,1.428,-2.18,0.104,0.272,2.953,m,0
5027231216781389824,14.9693671544,-33.6489802758,18.2352,18.8152,17.5801,0.2139,0.1392,0.212,0.108,-0.178,0.08,0.0994,2017.sclcen3,AT04323,1,59.4,109.37,0.32,0.0,-1.77,0.049,0.0,2.957,m,0
5003199809608860032,14.9695314159,-33.7178545839,18.5053,19.0818,17.8112,-0.0405,0.1557,0.023,0.126,-0.123,0.094,0.0615,2017.sclcen3,AT05357,1,46.39,115.96,0.4,0.0,-1.7,0.063,0.0,0.429,m,0
5027219225233378816,14.9699414291,-33.6979449053,18.7229,19.2232,18.0465,-0.0048,0.1805,0.247,0.171,-0.242,0.114,0.0585,2017.sclcen3,AT05045,1,35.7,105.62,0.47,0.0,-1.53,0.081,0.0,0.965,m,0
5003198954911724672,14.9702223541,-33.7552197315,17.754,18.3402,17.0451,0.01,0.1022,0.1,0.084,-0.236,0.062,0.0942,2017.sclcen3,AT05914,1,81.19,102.51,0.25,0.0,-2.39,0.04,0.0,1.870,m,0
5003199740889374592,14.9711841686,-33.732933147,18.1428,18.7537,17.4397,-0.0531,0.1296,-0.161,0.102,-0.086,0.075,0.0706,2004.Sclcen,ET0363,10,140.94,117.53,0.123,1.223,-1.57,0.02,0.054,6.516,m,0
5003194999245116928,14.9720459483,-33.8581430073,19.129,19.6375,18.4876,-0.117,0.2211,0.377,0.203,-0.333,0.132,0.2316,2018.asa.c1,AS1442,1,27.98,107.56,0.71,0.0,-1.41,0.104,0.0,3.927,m,0
5027245652168893696,14.974435672,-33.3278163713,17.4759,18.0947,16.7424,-0.0915,0.1341,0.092,0.091,-0.07,0.063,0.5529,2003.Scl04a,scl_04_021,2,52.96,97.09,0.337,0.714,-2.01,0.052,0.011,2.807,m,0
5027231667755321728,14.9749603843,-33.6283855406,17.4592,18.1136,16.6958,-0.132,0.0909,0.126,0.071,-0.177,0.051,0.1235,2004.Sclcen,ET0073,10,233.38,122.64,0.08,1.001,-1.42,0.011,0.098,3.392,m,0
5003194690007449600,14.9756242138,-33.8929822746,19.3484,19.7924,18.7461,-0.1529,0.2642,-0.01,0.23,-0.03,0.152,0.2803,2018.asa.c14,AS0412,1,26.57,116.65,0.95,0.0,-2.12,0.132,0.0,0.930,m,0
5003199740889368064,14.9758780081,-33.7414218918,19.5367,20.04,18.9739,0.1086,0.3222,0.08,0.307,0.277,0.189,0.0754,2018.asa.c16,AS5087,2,23.14,110.3,0.717,0.983,-1.63,0.128,0.165,6.827,m,0
5027219435688469376,14.9759128191,-33.6741845575,17.0057,17.7379,16.1805,0.0175,0.067,0.144,0.055,-0.179,0.041,0.069,2004.Sclcen,ET0057,10,148.87,98.33,0.104,0.852,-1.29,0.017,0.095,0.720,m,0
5003194694304137344,14.9768965436,-33.8906711519,18.8279,19.2428,18.1953,0.2168,0.1857,0.351,0.135,-0.177,0.106,0.2767,2018.asa.c1,AS1320,2,56.24,133.95,0.39,0.369,-1.4,0.05,0.173,4.780,m,0
5027231599035846016,14.9769882957,-33.6315213416,17.4378,18.0046,16.7332,-0.0048,0.0874,0.182,0.068,-0.175,0.051,0.1188,2004.Sclcen,ET0232,10,214.06,102.28,0.091,0.961,-1.4,0.012,0.086,1.653,m,0
5003198881895887232,14.9774157491,-33.7648285767,19.1952,19.7217,18.5765,0.0564,0.2305,0.061,0.232,-0.351,0.145,0.1018,2018.asa.c14,AS0369,1,30.34,115.43,0.82,0.0,-2.32,0.124,0.0,2.133,m,0
5003199745185706112,14.9777161658,-33.7285113941,16.4695,17.3458,15.5442,-0.1083,0.0497,0.035,0.039,-0.179,0.03,0.062,2018.asa.c2,AS0011,1,123.54,111.19,0.12,0.0,-1.06,0.021,0.0,10.968,m,0
5003198950615373952,14.9779402051,-33.754795658,18.5219,19.0918,17.8544,-0.0754,0.1581,0.189,0.133,0.066,0.093,0.0892,2017.sclcen2,AT05908,1,43.27,107.82,0.39,0.0,-1.59,0.067,0.0,8.570,m,0
5003195106620996352,14.978293708,-33.8530913267,18.0798,18.6596,17.3654,0.0486,0.1124,0.242,0.099,-0.235,0.068,0.2226,2018.asa.c14,AS0113,1,60.87,105.0,0.33,0.0,-1.49,0.046,0.0,2.520,m,0
5027231697817748992,14.97858279,-33.6146469011,18.9098,19.4327,18.2476,0.1728,0.2117,0.248,0.166,-0.15,0.125,0.1411,2017.sclcen2,AT03902,1,36.47,118.11,0.58,0.0,-1.29,0.079,0.0,1.577,m,0
5027231702115058688,14.9786891068,-33.608444567,18.4845,19.034,17.8262,-0.2589,0.1709,-0.083,0.132,-0.218,0.1,0.1495,2018.asa.c2,AS0189,2,72.69,124.49,0.271,2.235,-2.03,0.043,0.056,6.255,m,0
5003198538298466688,14.9790685883,-33.7992983981,19.3678,19.7179,18.8134,-0.0188,0.2568,0.04,0.256,-0.163,0.165,0.1469,2018.asa.c16,AS0417,1,17.42,116.31,1.36,0.0,-1.17,0.166,0.0,0.077,m,0
5027234824554013568,14.9812814124,-33.4889924925,19.207,19.7417,18.6068,0.368,0.3357,0.333,0.345,-0.52,0.183,0.3192,2018.asa.c12b,AS0374,1,17.5,85.07,1.09,0.0,-1.94,0.186,0.0,4.190,m,0
5003198572658213248,14.9815875487,-33.7915741215,19.2065,19.6538,18.6269,-0.2137,0.2437,0.1,0.232,-0.263,0.15,0.1353,2018.asa.c1,AS1495,1,24.02,123.36,0.96,0.0,-2.27,0.153,0.0,1.768,m,0
5027232870346158848,14.9818250431,-33.55686173,16.531,17.1199,15.7945,0.0289,0.0592,0.071,0.049,-0.097,0.034,0.2217,2004.Sclcen,ET0048,10,316.64,120.28,0.053,0.578,-2.12,0.008,0.056,4.188,m,0
5003198783113034624,14.9820160722,-33.7777870632,16.8007,17.4968,15.9981,0.0809,0.0548,0.162,0.045,-0.27,0.035,0.1166,2004.Sclcen,ET0113,10,282.09,120.92,0.056,0.798,-2.08,0.01,0.062,10.553,m,0
5003198538298465664,14.9821715043,-33.8002532484,18.5077,19.0608,17.8074,0.0096,0.1443,0.414,0.129,-0.174,0.093,0.1469,2017.sclpm,AT06418,1,51.1,119.32,0.36,0.0,-1.54,0.056,0.0,6.532,m,0
5003192392201667456,14.982207202,-33.9210689172,17.9257,18.4115,17.281,0.0653,0.1102,0.257,0.082,-0.259,0.064,0.3192,2018.asa.c16,AS0094,1,50.79,112.0,0.37,0.0,-2.03,0.058,0.0,4.688,m,0
